0	0	0	0.047945279036569984	0	0	0	0.047062894643948132	0	0	0	0	0	0	0	0.033915897076610656	0	0	0	0	0	0	0.060913238653643675	0.058346773679023911	0	0	0	0	0.034330022227820098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034755441174406786	0.033503536273416096	0	0.035112225009610691	0	0	0	0	0.036968749058843474	0.038728820102302997	0.03980242781072052	0.032867537972462821	0.032632844815726238	0	0	0	0	0.035873588346949876	0.053930210442973414	0.0355467409485608	0	0	0.046366999015943433	0.038767040973736171	0.056436661461953815	0	0.040260940688584525	0.040096612063921407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.034491142179762742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034645544337653246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03942418852170277	0	0	0	0	0	0	0	0	0	0	0.030118085683553158	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.032432954457105083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033538215865172694	0	0	0.033523143617758842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.045799252577804532	0	0	0	0	0	0	0	0	0.033936093191194235	0	0	0	0	0	0	0	0	0	0	0	0.041138409766069875	0.034598562973603579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039669131475633598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.030697727156866226	0	0	0	0	0	0	0	0	0.067343019477113852	0	0	0	0.053137630659621786	0	0.040319989232216136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031650803775032647	0
0	0	0	0	0.042408508574596111	0	0	0	0	0	0.044065025075064705	0.046222239628015506	0	0	0.036447033391341616	0	0.041872471052371303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032258124017265501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.038237679175347615	0	0	0.042247902563801086	0	0	0	0	0	0	0	0.041146678233397925	0	0	0	0	0	0	0	0	0	0	0.05904451545575265	0.048068156369186973	0	0	0	0	0.03226691011738686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036434837406186187	0	0.033408468677733741	0	0	0	0.02997460720032125	0	0	0	0	0	0	0	0.04920218356094283	0	0	0	0	0	0.051532475263117494	0.049639576295169713	0	0	0.042207263350325021	0.048294112122395635	0.048998609407254527	0	0	0.038772399159414113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030116189230006109	0
0	0	0	0	0	0	0	0	0	0.031738154727766983	0	0.050156771125692744	0	0	0.03878017632469203	0.042745183461723152	0	0	0	0	0	0	0.036065470362096133	0	0	0	0	0.050566192664424164	0	0	0.033801834873247227	0	0	0	0	0	0	0.055983414128672672	0	0	0	0	0	0	0	0	0.035919664358182411	0.045004410640145161	0.044729419080607763	0	0	0	0.033997236241272787	0	0	0	0.037174780118947391	0.031917253020612116	0.041439429387806266	0	0	0	0	0.035795585976178414	0	0	0	0	0.033029049499230974	0	0	0.047444571824831826	0	0	0	0	0	0	0	0.037665229622108047	0.043944062698306842	0	0	0	0	0	0	0	0	0	0	0	0.046858290715345897	0.047069097846905564	0.053768935666157355	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.035611286732995295	0	0.035364450408927821	0	0	0.031155735835499177	0	0.040243210144727669	0	0	0	0	0	0	0	0	0.048178417053030116	0	0	0.047309731404083809	0	0	0	0	0	0	0	0	0	0	0	0.05012899803632849	0.083263335183254059	0.042796374441262351	0	0	0	0	0.038955834861762441	0	0	0	0	0	0	0.044245600867285927	0	0.04554416905379579	0.038289846283805946	0	0	0.064846279111318711	0.07414046644613545	0	0	0	0	0	0	0.04514325313080679	0.035451445100402282	0	0	0	0	0	0.038581282090689548	0.05479789458361118	0	0	0.031491752744266771	0	0	0	0	0	0	0	0	0	0	0	0.058558225711942684	0.051892597628710402	0	0	0	0	0
